input,name,address,lat,long
"245 Webster Ave.,, Jersey City, New Jersey 07307",245 Webster Ave,"245 Webster Ave, Jersey City, NJ 07307, USA",40.7469539,-74.04472319999999
"89A Ferry St,, Jersey City, New Jersey 07307",89A Ferry St,"89A Ferry St, Jersey City, NJ 07307, USA",40.741088,-74.05037999999999
"266 Cambridge Ave,, Jersey City, New Jersey 07307",266 Cambridge Ave,"266 Cambridge Ave, Jersey City, NJ 07307, USA",40.751853,-74.0444006
"175 South St,, Jersey City, New Jersey 07307",175 South St,"175 South St, Jersey City, NJ 07307, USA",40.7502086,-74.0502352
"97 Grace St.,, Jersey City, New Jersey 07307",97 Grace St,"97 Grace St, Jersey City, NJ 07307, USA",40.7554765,-74.04783809999999
"540 Palisade Ave,, Jersey City, New Jersey 07307",540 Palisade Ave,"540 Palisade Ave, Jersey City, NJ 07307, USA",40.7467986,-74.0422935
"43 Sherman Place,, Jersey City, New Jersey 07307",43 Sherman Pl,"43 Sherman Pl, Jersey City, NJ 07307, USA",40.7444062,-74.0528738
"530 Palisade Ave,, Jersey City, New Jersey 07307",530 Palisade Ave,"530 Palisade Ave, Jersey City, NJ 07307, USA",40.7464592,-74.04241979999999
"473 Central Ave,, Jersey City, New Jersey 07307",473 Central Ave,"473 Central Ave, Jersey City, NJ 07307, USA",40.7508742,-74.0462379
"517 Palisades Ave,, Jersey City, New Jersey 07307",517 Palisade Ave,"517 Palisade Ave, Jersey City, NJ 07307, USA",40.7462496,-74.0431649
"150 Bowers St.,, Jersey City, New Jersey 07307",150 Bowers St,"150 Bowers St, Jersey City, NJ 07307, USA",40.7478462,-74.0493616
"315 Webster Ave,, Jersey City, New Jersey 07307",315 Webster Ave,"315 Webster Ave, Jersey City, NJ 07307, USA",40.7493007,-74.04330039999999
"600 Palisade Ave.,, Jersey City, New Jersey 07307",600 Palisade Ave,"600 Palisade Ave, Jersey City, NJ 07307, USA",40.748731,-74.040919
"300 Coles Street, Jersey City, New Jersey 07310",300 Coles St,"300 Coles St, Jersey City, NJ 07310, USA",40.7343839,-74.0455265
"171 Delaware Ave, Jersey City, New Jersey 07306",171 Delaware Ave,"171 Delaware Ave, Jersey City, NJ 07306, USA",40.7269336,-74.0778955
"37A Gautier Ave, Jersey City, New Jersey 07306",37A Gautier Ave,"37A Gautier Ave, Jersey City, NJ 07306, USA",40.7259568,-74.0794536
"205 Duncan Ave, Jersey City, New Jersey 07306",205 Duncan Ave,"205 Duncan Ave, Jersey City, NJ 07306, USA",40.7271841,-74.0786391
"118 Jewit Ave, Ave 46, Jersey City, New Jersey 07304",NA,NA,NA,NA
"10 HURON AVE, Jersey City, New Jersey 07306",10 Huron Ave,"10 Huron Ave, Jersey City, NJ 07306, USA",40.7361598,-74.0617647
"1761 JFK BLVD, Jersey City, New Jersey 07305",1761 John F. Kennedy Blvd,"1761 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",40.7011088,-74.09362899999999
"144 PLD BERGEN RD, Jersey City, New Jersey 07305",144 Old Bergen Rd,"144 Old Bergen Rd, Jersey City, NJ 07305, USA",40.6942543,-74.0948605
"360 CARTOR AVE APT, Jersey City, New Jersey 07305",360 Cator Ave,"360 Cator Ave, Jersey City, NJ 07305, USA",40.7040497,-74.0961568
"203 HARRISON AVE, Jersey City, New Jersey 07304",203 Harrison Ave,"203 Harrison Ave, Jersey City, NJ 07304, USA",40.7200515,-74.0775867
"105 Greene Street, Jersey City, New Jersey 07302",105 Greene St,"105 Greene St, Jersey City, NJ 07302, USA",40.7163885,-74.0359327
"300 Communipaw Ave, Jersey City, New Jersey 07304",Parking lot,"Parking lot, 300 Communipaw Ave, Jersey City, NJ 07304, USA",40.7092461,-74.05971989999999
"61-63 Sussex St, Jersey City, New Jersey 07302",61 Sussex St,"61 Sussex St, Jersey City, NJ 07302, USA",40.7142152,-74.03638889999999
"31 RIVER COURT, Jersey City, New Jersey 07310",31 River Ct,"31 River Ct, Jersey City, NJ 07310, USA",40.7268238,-74.0313893
"347 WALDRON AVENUE, Jersey City, New Jersey 07305",NA,NA,NA,NA
"21 1/2 WALLIS AVENUE APT 2, Jersey City, New Jersey 07306",NA,NA,NA,NA
"205 10TH ST, Jersey City, New Jersey 07302",205 10th St,"205 10th St, Jersey City, NJ 07302, USA",40.72859620000001,-74.0425575
"135 MONTAGOMERY ST APT, Jersey City, New Jersey 07302",135 Montgomery St,"135 Montgomery St, Jersey City, NJ 07302, USA",40.7167869,-74.040684099999993
"381 EGE AVE, Jersey City, New Jersey 07304",381 Ege Ave,"381 Ege Ave, Jersey City, NJ 07304, USA",40.71882650000001,-74.0912829
"364 DANFORTH AVE APT, Jersey City, New Jersey 07305",364 Danforth Ave,"364 Danforth Ave, Jersey City, NJ 07305, USA",40.7036,-74.096936
"144 SYCAMORE RD, Jersey City, New Jersey 07305",144 Sycamore Rd,"144 Sycamore Rd, Jersey City, NJ 07305, USA",40.7001602,-74.1007109
"21 SIEDLER ST, Jersey City, New Jersey 07305",21 Seidler St,"21 Seidler St, Jersey City, NJ 07304, USA",40.7165151,-74.0754706
"160 CHESTNUT AVE, Jersey City, New Jersey 07306",160 Chestnut Ave,"160 Chestnut Ave, Jersey City, NJ 07306, USA",40.7301183,-74.0555986
"262 DUNCAN AVE  FLR, Jersey City, New Jersey 07306",262 Duncan Ave,"262 Duncan Ave, Jersey City, NJ 07306, USA",40.7286379,-74.08038499999999
"627 SUMMIT AVE, Jersey City, New Jersey 07306",627 Summit Ave,"627 Summit Ave, Jersey City, NJ 07306, USA",40.7359518,-74.0591785
"271 LEXINGTON AVE, Jersey City, New Jersey 07304",271 Lexington Ave,"271 Lexington Ave, Jersey City, NJ 07304, USA",40.722157,-74.0887346
"5 GAUTIER AVE, Jersey City, New Jersey 07306",5 Gautier Ave,"5 Gautier Ave, Jersey City, NJ 07306, USA",40.7253103,-74.0779507
"88 WEBSTER AVE FL, Jersey City, New Jersey 07307",NA,NA,NA,NA
"1649 J.F. KENNEDY BLVD, Jersey City, New Jersey 07305",1649 John F. Kennedy Blvd,"1649 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",40.6978579,-74.09719799999999
"49 WAVERLY ST APT, Jersey City, New Jersey 07306",49 Waverly St,"49 Waverly St, Jersey City, NJ 07306, USA",40.7377259,-74.05109139999999
"263 FORREST ST, Jersey City, New Jersey 07304",263 Forrest St,"263 Forrest St, Jersey City, NJ 07304, USA",40.712031,-74.075796
"108 ORIENT AVE, Jersey City, New Jersey 07305",108 Orient Ave,"108 Orient Ave, Jersey City, NJ 07305, USA",40.711505,-74.080769
"597 BRAMHALL AVE FL, Jersey City, New Jersey 07304",The UPS Store,"597 West Side Ave, Jersey City, NJ 07304, United States",40.72141999999999,-74.081184
"45 RIVER DRIVE SOUTH, Jersey City, New Jersey 07310",The James Monroe,"The James Monroe, 45 River Dr S, Jersey City, NJ 07310, USA",40.728265,-74.033484
"59 CENTRAL AVE, Jersey City, New Jersey 07306",59 Central Ave,"59 Central Ave, Jersey City, NJ 07306, USA",40.7365656,-74.0560507
"278 MONMOUTH ST, Jersey City, New Jersey 07302",278 Monmouth St,"278 Monmouth St, Jersey City, NJ 07302, USA",40.7183257,-74.0513285
"204 10TH ST, Jersey City, New Jersey 07302",The Lincoln,"The Lincoln, 204 10th St, Jersey City, NJ 07302, USA",40.7291678,-74.0421748
"2672 J F KENNEDY BLVD, Jersey City, New Jersey 07306",2672 John F. Kennedy Blvd,"2672 John F. Kennedy Blvd, Jersey City, NJ 07306, USA",40.7276508,-74.0702709
"31 Wright St, Jersey City, New Jersey 07306",31 Wright Ave,"31 Wright Ave, Jersey City, NJ 07306, USA",40.7349326,-74.0749105
"54 Magnolia Ave, Jersey City, New Jersey 07306",54 Magnolia Ave,"54 Magnolia Ave, Jersey City, NJ 07306, USA",40.729468,-74.0567676
"92 Sumit Ave, Jersey City, New Jersey 07304",92 Summit Ave,"92 Summit Ave, Jersey City, NJ 07304, USA",40.718198,-74.067267
"20 Beacon Way, Jersey City, New Jersey 07304",20 Beacon Way,"20 Beacon Way, Jersey City, NJ 07304, USA",40.7224732,-74.0647968
"1 River Court, Jersey City, New Jersey 07310",1 River Ct,"1 River Ct, Jersey City, NJ 07310, USA",40.726792,-74.031502
"219 WINFIELD AVE, Jersey City, New Jersey 07305",219 Winfield Ave,"219 Winfield Ave, Jersey City, NJ 07305, USA",40.6961395,-74.09740719999999
"287 OCEAN AVE, Jersey City, New Jersey 07305",287 Ocean Ave,"287 Ocean Ave, Jersey City, NJ 07305, USA",40.6974384,-74.0880416
"75 TONNELE AVE, Jersey City, New Jersey 07306",75 Tonnelle Ave,"75 Tonnelle Ave, Jersey City, NJ 07306, USA",40.7333477,-74.0675792
"228 BARTHOLDI AVE, Jersey City, New Jersey 07305",228 Bartholdi Ave,"228 Bartholdi Ave, Jersey City, NJ 07305, USA",40.6999044,-74.09924149999999
"299 PAVONIA AVENUE, Jersey City, New Jersey 07302",299 Pavonia Ave,"299 Pavonia Ave, Jersey City, NJ 07302, USA",40.727618,-74.047421
"10 KENSINGTONE AVE, Jersey City, New Jersey 07304",10 Kensington Ave,"10 Kensington Ave, Jersey City, NJ 07304, USA",40.7220066,-74.07246669999999
"630 BERGEN AVE, Jersey City, New Jersey 07304",630 Bergen Ave,"630 Bergen Ave, Jersey City, NJ 07304, USA",40.7215101,-74.0714112
"9 DALES AVE, Jersey City, New Jersey 07306",9 Dales Ave,"9 Dales Ave, Jersey City, NJ 07306, USA",40.7346027,-74.0768677
"7 EMERSON AVE, Jersey City, New Jersey 07306",7 Emerson Ave,"7 Emerson Ave, Jersey City, NJ 07306, USA",40.7330731,-74.07767539999999
"167 WINFIELD AVE, Jersey City, New Jersey 07305",167 Winfield Ave,"167 Winfield Ave, Jersey City, NJ 07305, USA",40.6946105,-74.0961406
"299 OLD BERGEN RD, Jersey City, New Jersey 07305",299 Old Bergen Rd,"299 Old Bergen Rd, Jersey City, NJ 07305, USA",40.7003497,-74.09256409999999
"173 WINFILED AVE, Jersey City, New Jersey 07305",173 Winfield Ave,"173 Winfield Ave, Jersey City, NJ 07305, USA",40.6948105,-74.0962715
"612 MONTAGOMERY ST, Jersey City, New Jersey 07302",612 Montgomery St,"612 Montgomery St, Jersey City, NJ 07302, USA",40.723588,-74.062721
"1999 JOHN F KENNEDY BLVD, Jersey City, New Jersey 07305",1999 John F. Kennedy Blvd,"1999 John F. Kennedy Blvd, Jersey City, NJ 07305, USA",40.7079909,-74.0877251
"68 LINDEN AVE, Jersey City, New Jersey 07305",68 Linden Ave,"68 Linden Ave, Jersey City, NJ 07305, USA",40.6941214,-74.0902833
"74 PAMRAPO AVE, Jersey City, New Jersey 07305",74 Pamrapo Ave,"74 Pamrapo Ave, Jersey City, NJ 07305, USA",40.69267800000001,-74.099463
"25 KENSINGTON AVE, Jersey City, New Jersey 07304",25 Kensington Ave,"25 Kensington Ave, Jersey City, NJ 07304, USA",40.7218539,-74.0730196
"10-12 RANDOLPH AVE, Jersey City, New Jersey 07305",10 Randolph Ave,"10 Randolph Ave, Jersey City, NJ 07305, USA",40.7043996,-74.0760121
"77 DALES AVE, Jersey City, New Jersey 07306",77 Dales Ave,"77 Dales Ave, Jersey City, NJ 07306, USA",40.7366224,-74.07613400000001
"255 16TH ST, Jersey City, New Jersey 07310",255 16th St,"255 16th St, Jersey City, NJ 07310, USA",40.7330194,-74.0440912
"12 CLINTON AVE, Jersey City, New Jersey 07304",12 Clinton Ave,"12 Clinton Ave, Jersey City, NJ 07304, USA",40.7153197,-74.0712047
"12 CLINTON AVE, Jersey City, New Jersey 07304",12 Clinton Ave,"12 Clinton Ave, Jersey City, NJ 07304, USA",40.7090246,-74.0836324
"299 OCEAN AVE, Jersey City, New Jersey 07305",299 Ocean Ave,"299 Ocean Ave, Jersey City, NJ 07305, USA",40.6976867,-74.08781689999999
"212 LINDEN AVE, Jersey City, New Jersey 07305",212 Linden Ave,"212 Linden Ave, Jersey City, NJ 07305, USA",40.6984205,-74.0939198
"201 MARIN BOULEVARD, Jersey City, New Jersey 07302",Gull's Cove Condominiums,"Gull's Cove Condominiums, 201 Marin Blvd, Jersey City, NJ 07302, USA",40.7147359,-74.04313970000001
"257 LINDEN AVE, Jersey City, New Jersey 07305",257 Linden Ave,"257 Linden Ave, Jersey City, NJ 07305, USA",40.6997569,-74.0957209
"107 MYRTLE AVE, Jersey City, New Jersey 07305",107 Myrtle Ave,"107 Myrtle Ave, Jersey City, NJ 07305, USA",40.7073095,-74.0796028
"226 BOYD AVE, Jersey City, New Jersey 07304",226 Boyd Ave,"226 Boyd Ave, Jersey City, NJ 07304, USA",40.7196332,-74.0886429
"15 GIFFIRS AVE, Jersey City, New Jersey 07304",15 Gifford Ave,"15 Gifford Ave, Jersey City, NJ 07304, USA",40.7204384,-74.0744185
"14 SUBURBIA CT, Jersey City, New Jersey 07305",14 Suburbia Ct,"14 Suburbia Ct, Jersey City, NJ 07305, USA",40.7016351,-74.1007568
"9 REGENT ST., Jersey City, New Jersey 07302",9 Regent St,"9 Regent St, Jersey City, NJ 07302, USA",40.7150885,-74.0464037
"13 WALLIS AVE, Jersey City, New Jersey 07306",13 Wallis Ave,"13 Wallis Ave, Jersey City, NJ 07306, USA",40.7346688,-74.0761107
"364 PACIFIC AVE, Jersey City, New Jersey 07304",364 Pacific Ave,"364 Pacific Ave, Jersey City, NJ 07304, USA",40.7127785,-74.0605231
"159 CARLTON AVE, Jersey City, New Jersey 07306",159 Carlton Ave,"159 Carlton Ave, Jersey City, NJ 07306, USA",40.7450568,-74.06183109999999
"40 JONES ST, Jersey City, New Jersey 07306",40 Jones St,"40 Jones St, Jersey City, NJ 07306, USA",40.729973,-74.062341
"252 SIP AVE, Jersey City, New Jersey 07306",252 Sip Ave,"252 Sip Ave, Jersey City, NJ 07306, USA",40.732502,-74.07198489999999
"112 VIRGINIA AVE, Jersey City, New Jersey 07304",112 Virginia Ave,"112 Virginia Ave, Jersey City, NJ 07304, USA",40.71364980000001,-74.0798095
"778 GRAND ST, Jersey City, New Jersey 07304",778 Grand St,"778 Grand St, Jersey City, NJ 07304, USA",40.7151071,-74.0705029
"35 HUDSON ST, Jersey City, New Jersey 07302",35 Hudson St,"35 Hudson St, Jersey City, NJ 07302, USA",40.7133378,-74.0355594
"110 SUSSEX ST, Jersey City, New Jersey 07302",110 Sussex St,"110 Sussex St, Jersey City, NJ 07302, USA",40.7148112,-74.0386187
"120 DEKALB AVE, Jersey City, New Jersey 07306",120 Dekalb Ave,"120 Dekalb Ave, Jersey City, NJ 07306, USA",40.7298115,-74.0720767
"62 CARLTON AVE, Jersey City, New Jersey 07306",62 Carlton Ave,"62 Carlton Ave, Jersey City, NJ 07306, USA",40.7435878,-74.0571441
"125 CORBIN AVE, Jersey City, New Jersey 07306",125 Corbin Ave,"125 Corbin Ave, Jersey City, NJ 07306, USA",40.734763,-74.0703557
"196 ARLIGTON AVE, Jersey City, New Jersey 07305",196 Arlington Ave,"196 Arlington Ave, Jersey City, NJ 07305, USA",40.7086193,-74.0743712
"206 2ND ST, Jersey City, New Jersey 07302",206 2nd St,"206 2nd St, Jersey City, NJ 07302, USA",40.7224079,-74.0417849
"213 WOODWARD ST, Jersey City, New Jersey 07304",213 Woodward St,"213 Woodward St, Jersey City, NJ 07304, USA",40.7137634,-74.0639681
"57 NELSON AVE, Jersey City, New Jersey 07307",57 Nelson Ave,"57 Nelson Ave, Jersey City, NJ 07307, USA",40.7541816,-74.0521586
"306 WHITON ST, Jersey City, New Jersey 07304",306 Whiton St,"306 Whiton St, Jersey City, NJ 07304, USA",40.71146050000001,-74.0608329
"755 GARFIELD AVE, Jersey City, New Jersey 07305",755 Garfield Ave,"755 Garfield Ave, Jersey City, NJ 07305, USA",40.70554780000001,-74.07450890000001
"92-94 STORM AVE, Jersey City, New Jersey 07306",92 Storms Ave # 94,"92 Storms Ave # 94, Jersey City, NJ 07306, USA",40.7234546,-74.0678588
"155 MOLLORY AVE, Jersey City, New Jersey 07304",155 Mallory Ave,"155 Mallory Ave, Jersey City, NJ 07304, USA",40.7197295,-74.0882299
"2801 KENNEDY BLVD, Jersey City, New Jersey 07306",2801 John F. Kennedy Blvd,"2801 John F. Kennedy Blvd, Jersey City, NJ 07306, USA",40.7317229,-74.0679693
"59 NELSON AVE, Jersey City, New Jersey 07307",59 Nelson Ave,"59 Nelson Ave, Jersey City, NJ 07307, USA",40.7542504,-74.05212840000002
"83 DALES AVE, Jersey City, New Jersey 07306",83 Dales Ave,"83 Dales Ave, Jersey City, NJ 07306, USA",40.7367678,-74.075995699999993
"48 BELMONT AVE, Jersey City, New Jersey 07304",48 Belmont Ave,"48 Belmont Ave, Jersey City, NJ 07304, USA",40.7195946,-74.0692658
"60 IRVING ST, Jersey City, New Jersey 07307",60 Irving St,"60 Irving St, Jersey City, NJ 07307, USA",40.7539796,-74.04715929999999
"419 MANILA AVE, Jersey City, New Jersey 07302",419 Manila Ave,"419 Manila Ave, Jersey City, NJ 07302, USA",40.7240185,-74.0426304
"211 GRAFIELD AVE, Jersey City, New Jersey 07305",211 Garfield Ave,"211 Garfield Ave, Jersey City, NJ 07305, USA",40.691794,-74.09241709999999
"34 BROADWAY, Jersey City, New Jersey 07306",34 Broadway,"34 Broadway, Jersey City, NJ 07306, USA",40.7355372,-74.0688642
"135 JSEFFERSON AVE, Jersey City, New Jersey 07306",135 Jefferson Ave,"135 Jefferson Ave, Jersey City, NJ 07306, USA",40.7386378,-74.05523699999999
"35 KENSINGTON AVE, Jersey City, New Jersey 07304",35 Kensington Ave,"35 Kensington Ave, Jersey City, NJ 07304, USA",40.722072,-74.073694
"347 VARICK ST, Jersey City, New Jersey 07302",347 Varick St,"347 Varick St, Jersey City, NJ 07302, USA",40.7207824,-74.0485052
"2500 KENNEDY BLVD, Jersey City, New Jersey 07304",2500 John F. Kennedy Blvd,"2500 John F. Kennedy Blvd, Jersey City, NJ 07304, USA",40.722601,-74.0750367
"2814 J. F. KENNEDY BLVD, Jersey City, New Jersey 07306",2814 John F. Kennedy Blvd,"2814 John F. Kennedy Blvd, Jersey City, NJ 07306, USA",40.7317036,-74.0668668
"277 PINE ST, Jersey City, New Jersey 07304",277 Pine St,"277 Pine St, Jersey City, NJ 07304, USA",40.712531,-74.058722
"25 MONTICELLO AVE, Jersey City, New Jersey 07305",25 Monticello Ave,"25 Monticello Ave, Jersey City, NJ 07304, USA",40.71567599999999,-74.0740041
"125 CORBIN ST, Jersey City, New Jersey 07306",125 Corbin Ave,"125 Corbin Ave, Jersey City, NJ 07306, USA",40.734763,-74.0703557
"347 SIP AVE, Jersey City, New Jersey 07306",347 Sip Ave,"347 Sip Ave, Jersey City, NJ 07306, USA",40.7331368,-74.0767576
"184 CLENDENNY AVE, Jersey City, New Jersey 07304",184 Clendenny Ave,"184 Clendenny Ave, Jersey City, NJ 07304, USA",40.7201459,-74.08515539999999
"73 SAINT PAUL'S AVE, Jersey City, New Jersey 07306",73 St Pauls Ave,"73 St Pauls Ave, Jersey City, NJ 07306, USA",40.7349294,-74.05437309999999
"38 BOARDWAY, Jersey City, New Jersey 07306",38 Broadway,"38 Broadway, Jersey City, NJ 07306, USA",40.73548539999999,-74.0689857
"55 LINCOLN ST, Jersey City, New Jersey 07307",55 Lincoln St,"55 Lincoln St, Jersey City, NJ 07307, USA",40.7474911,-74.0516332
"240 GRANT AVE, Jersey City, New Jersey 07305",240 Grant Ave,"240 Grant Ave, Jersey City, NJ 07305, USA",40.712895,-74.08652099999999
"76 WALLIS AVE, Jersey City, New Jersey 07306",76 Wallis Ave,"76 Wallis Ave, Jersey City, NJ 07306, USA",40.7361633,-74.07494969999999
"76 WALLIS AVE, Jersey City, New Jersey 07306",76 Wallis Ave,"76 Wallis Ave, Jersey City, NJ 07306, USA",40.7361633,-74.07494969999999
"64-70 BALDWIN AVE, Jersey City, New Jersey 07306",64 Baldwin Ave #70,"64 Baldwin Ave #70, Jersey City, NJ 07306, USA",40.7241739,-74.063585
