input,name,address,lat,long
"289 Old Bergen Rd., Jersey City, New Jersey 07305",289 Old Bergen Rd,"289 Old Bergen Rd, Jersey City, NJ 07305, USA",40.70001449999999,-74.0925433
"126 MERCER STREET, APT. 5, Jersey City, New Jersey 07302",126 Mercer St APT 5,"126 Mercer St APT 5, Jersey City, NJ 07302, USA",40.7197729,-74.0479568
"15 Hopkins Ave 34, Jersey City, New Jersey 07306",15 Hopkins Ave,"15 Hopkins Ave, Jersey City, NJ 07306, USA",40.734224,-74.0513859
"15 Hopkins Ave 34, Jersey City, New Jersey 07306",34 Hopkins Ave,"34 Hopkins Ave, Jersey City, NJ 07306, USA",40.7349858,-74.05201199999999
"272 Custer Avenue, Jersey City, New Jersey 07305",272 Custer Ave,"272 Custer Ave, Jersey City, NJ 07305, USA",40.6959464,-74.1011812
"10 Huron Ave, Jersey City, New Jersey 07306",10 Huron Ave,"10 Huron Ave, Jersey City, NJ 07306, USA",40.7361598,-74.0617647
"187 Clendenny Avenue, Jersey City, New Jersey 07304",187 Clendenny Ave,"187 Clendenny Ave, Jersey City, NJ 07304, USA",40.7199788,-74.0856142
"382 Woodlawn Avenue, Jersey City, New Jersey 07305",382 Woodlawn Ave,"382 Woodlawn Ave, Jersey City, NJ 07305, USA",40.7086498,-74.0939772
"469 West Side Avenue, Jersey City, New Jersey 07304",469 West Side Ave,"469 West Side Ave, Jersey City, NJ 07304, USA",40.7173002,-74.0852471
"47 Terhune Ave  Apt 1, Jersey City, New Jersey 07305",47 Terhune Ave #1,"47 Terhune Ave #1, Jersey City, NJ 07305, USA",40.7026127,-74.0945967
"84 Pamrapo, Jersey City, New Jersey 07305",84 Pamrapo Ave,"84 Pamrapo Ave, Jersey City, NJ 07305, USA",40.6929474,-74.0997818
"64 Gautier Avenue, Jersey City, New Jersey 07306",64 Gautier Ave,"64 Gautier Ave, Jersey City, NJ 07306, USA",40.726876,-74.0805
"146 Acadmey Street, Jersey City, New Jersey 07302",146 Academy St,"146 Academy St, Jersey City, NJ 07302, USA",40.7262583,-74.06122909999999
"224 BEACON AVENUE, APT. 1, Jersey City, New Jersey 07306",224 Beacon Ave #1,"224 Beacon Ave #1, Jersey City, NJ 07306, USA",40.73931,-74.059471
"95 Fisk Street, Jersey City, New Jersey 07305",95 Fisk St,"95 Fisk St, Jersey City, NJ 07305, USA",40.7145968,-74.09450489999999
"102 Cottage Street, Jersey City, New Jersey 07306",102 Cottage St,"102 Cottage St, Jersey City, NJ 07306, USA",40.7348762,-74.0639078
"378 Second Street, Jersey City, New Jersey 07302",378 2nd St,"378 2nd St, Jersey City, NJ 07302, USA",40.723262,-74.05021099999999
"301 STEGMAN PARKWAY, Jersey City, New Jersey 07305",301 Stegman Pkwy,"301 Stegman Pkwy, Jersey City, NJ 07305, USA",40.7080046,-74.0889182
"364 Woodlawn Ave Apt 1, Jersey City, New Jersey 07305",364 Woodlawn Ave #1,"364 Woodlawn Ave #1, Jersey City, NJ 07305, USA",40.7083082,-74.09347249999999
"43 Spruce St. Fl 1, Jersey City, New Jersey 07306",43 Spruce St Fl 1,"43 Spruce St Fl 1, Jersey City, NJ 07306, USA",40.7417603,-74.06179660000001
"257 Stegman St Apt 1, Jersey City, New Jersey 07305",257 Stegman St #1,"257 Stegman St #1, Jersey City, NJ 07305, USA",40.7064919,-74.0874383
"275 Custer Avenue 230, Jersey City, New Jersey 07305",275 Custer Ave,"275 Custer Ave, Jersey City, NJ 07305, USA",40.6955955,-74.1014336
"275 Custer Avenue 230, Jersey City, New Jersey 07305",230 Custer Ave,"230 Custer Ave, Jersey City, NJ 07305, USA",40.6944257,-74.1001539
"281 Armstrong Ave, Jersey City, New Jersey 07305",281 Armstrong Ave,"281 Armstrong Ave, Jersey City, NJ 07305, USA",40.7055444,-74.0914076
"100 Columbia Avenue 1, Jersey City, New Jersey 07307",100 Columbia Ave,"100 Columbia Ave, Jersey City, NJ 07307, USA",40.75127,-74.0547747
"100 Columbia Avenue 1, Jersey City, New Jersey 07307",1 Columbia Ave,"1 Columbia Ave, Jersey City, NJ 07307, USA",40.74826789999999,-74.057299
"3312 JFK BLVD 1st, Jersey City, New Jersey 07307",3312 John F. Kennedy Blvd #1st,"3312 John F. Kennedy Blvd #1st, Jersey City, NJ 07307, USA",40.745643,-74.0572921
"14 St. Pauls Avenue, Jersey City, New Jersey 07306",14 St Pauls Ave,"14 St Pauls Ave, Jersey City, NJ 07306, USA",40.73389419999999,-74.0515662
"8 East St Apt 5, Jersey City, New Jersey 07306",8 East St #5,"8 East St #5, Jersey City, NJ 07306, USA",40.7304844,-74.0590819
"2199 JFK BLVD, Jersey City, New Jersey 07304",2199 John F. Kennedy Blvd,"2199 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",40.7140642,-74.08334370000001
"395 Fulton Avenue, Jersey City, New Jersey 07305",395 Fulton Ave,"395 Fulton Ave, Jersey City, NJ 07305, USA",40.7095404,-74.0946082
"380 Cator Ave, Jersey City, New Jersey 07305",380 Cator Ave,"380 Cator Ave, Jersey City, NJ 07305, USA",40.704665,-74.0966845
"443 2nd Street 208, Jersey City, New Jersey 07302",443 2nd St,"443 2nd St, Jersey City, NJ 07302, USA",40.7236049,-74.0534208
"443 2nd Street 208, Jersey City, New Jersey 07302",208 2nd St,"208 2nd St, Jersey City, NJ 07302, USA",40.7224194,-74.0418627
"99 Terrace Ave, Jersey City, New Jersey 07307",99 Terrace Ave,"99 Terrace Ave, Jersey City, NJ 07307, USA",40.7497682,-74.0583546
"93 Fairview Ave, Jersey City, New Jersey 07304",93 Fairview Ave,"93 Fairview Ave, Jersey City, NJ 07304, USA",40.7233233,-74.0726274
"15 Storms Ave  Apt 10, Jersey City, New Jersey 07306",15 Storms Ave #10,"15 Storms Ave #10, Jersey City, NJ 07306, USA",40.7208322,-74.0674774
"234 Wilkinson Avenue, Jersey City, New Jersey 07305",234 Wilkinson Ave,"234 Wilkinson Ave, Jersey City, NJ 07305, USA",40.708905,-74.08400999999999
"261 Boyd Avenue, Jersey City, New Jersey 07304",261 Boyd Ave,"261 Boyd Ave, Jersey City, NJ 07304, USA",40.7199995,-74.0902145
"7 Vine Street, Jersey City, New Jersey 07306",7 Vine St,"7 Vine St, Jersey City, NJ 07306, USA",40.7283088,-74.0591609
"2684 John F. Kennedy Blvd Apt 11, Jersey City, New Jersey 07306",2684 John F. Kennedy Blvd #11,"2684 John F. Kennedy Blvd #11, Jersey City, NJ 07306, USA",40.7279981,-74.0699956
"423 Virginia Ave., Jersey City, New Jersey 07304",423 Virginia Ave,"423 Virginia Ave, Jersey City, NJ 07304, USA",40.71995,-74.09182899999999
"1975 JFK BLVD, Jersey City, New Jersey 07305",1975 John F. Kennedy Blvd,"1975 John F. Kennedy Blvd, North Bergen, NJ 07047, USA",40.707445,-74.088533
"195 VIRGINIA AVE, Jersey City, New Jersey 07304",195 Virginia Ave,"195 Virginia Ave, Jersey City, NJ 07304, USA",40.715124,-74.0830896
"444 Mallory Avenue, Jersey City, New Jersey 07306",444 Mallory Ave,"444 Mallory Ave, Jersey City, NJ 07306, USA",40.7291469,-74.08002720000002
"244 Virginia Avenue, Jersey City, New Jersey 07304",244 Virginia Ave,"244 Virginia Ave, Jersey City, NJ 07304, USA",40.716545000000004,-74.08495649999999
"152 Bowers St. Apt 2, Jersey City, New Jersey 07307",152 Bowers St #2,"152 Bowers St #2, Jersey City, NJ 07307, USA",40.7478865,-74.04944189999999
"147 Sussex Street, Jersey City, New Jersey 07302",147 Sussex St,"147 Sussex St, Jersey City, NJ 07302, USA",40.7146975,-74.0405464
"167 Winfield Avenue, Jersey City, New Jersey 07305",167 Winfield Ave,"167 Winfield Ave, Jersey City, NJ 07305, USA",40.6946105,-74.0961406
"359 FULTON AVE, Jersey City, New Jersey 07305",359 Fulton Ave,"359 Fulton Ave, Jersey City, NJ 07305, USA",40.7085109,-74.0931283
"723 Garfield Avenue 1, Jersey City, New Jersey 07305",723 Garfield Ave,"723 Garfield Ave, Jersey City, NJ 07305, USA",40.7045503,-74.07538079999999
"723 Garfield Avenue 1, Jersey City, New Jersey 07305",1 Garfield Ave,"1 Garfield Ave, Jersey City, NJ 07305, USA",40.686522,-74.099688
"324 Union Ave Apt 1, Jersey City, New Jersey 07305",NA,NA,NA,NA
"65 Lembeck Avenue, Jersey City, New Jersey 07305",65 Lembeck Ave,"65 Lembeck Ave, Jersey City, NJ 07305, USA",40.692916,-74.0915338
"51 Washburn St, Jersey City, New Jersey 07306",51 Washburn St,"51 Washburn St, Jersey City, NJ 07306, USA",40.7323122,-74.0550501
"237 Danfoth Avenue, Jersey City, New Jersey 07305",237 Danforth Ave,"237 Danforth Ave, Jersey City, NJ 07305, USA",40.699447,-74.0942067
"16 Holmes Ave, Jersey City, New Jersey 07306",16 Holmes Ave,"16 Holmes Ave, Jersey City, NJ 07306, USA",40.732808,-74.076227
"388 Virginia Ave. Apt 1, Jersey City, New Jersey 07304",388 Virginia Ave #1,"388 Virginia Ave #1, Jersey City, NJ 07304, USA",40.7196584,-74.090398
"43-49 Van Wagenen Avenue, Jersey City, New Jersey 07306",43-49 Van Wagenen Ave,"43-49 Van Wagenen Ave, Jersey City, NJ 07306, USA",40.73192299999999,-74.071026
"79 Bergen Avenue, Jersey City, New Jersey 07305",79 Bergen Ave,"79 Bergen Ave, Jersey City, NJ 07305, USA",40.7057048,-74.0876792
"301 Arlington Ave, Jersey City, New Jersey 07304",301 Arlington Ave,"301 Arlington Ave, Jersey City, NJ 07304, USA",40.71167459999999,-74.0722717
"445 Garfield Avenue, Jersey City, New Jersey 07305",445 Garfield Ave,"445 Garfield Ave, Jersey City, NJ 07305, USA",40.6975685,-74.0839622
"191 Liberty Ave., Jersey City, New Jersey 07306",191 Liberty Ave,"191 Liberty Ave, Jersey City, NJ 07306, USA",40.743382,-74.06179660000001
"370 Sip Ave  Apt 2, Jersey City, New Jersey 07306",370 Sip Ave #2,"370 Sip Ave #2, Jersey City, NJ 07306, USA",40.7339,-74.07768
"51 TERHUNE AVENUE, Jersey City, New Jersey 07305",51 Terhune Ave,"51 Terhune Ave, Jersey City, NJ 07305, USA",40.7028172,-74.0946082
"44 Bryant Avenue 2, Jersey City, New Jersey 07306",44 Bryant Ave,"44 Bryant Ave, Jersey City, NJ 07306, USA",40.7333493,-74.0749105
"44 Bryant Avenue 2, Jersey City, New Jersey 07306",2 Bryant Ave,"2 Bryant Ave, Jersey City, NJ 07306, USA",40.7320545,-74.07565620000001
"102 Sycamore Rd, Jersey City, New Jersey 07305",102 Sycamore Rd,"102 Sycamore Rd, Jersey City, NJ 07305, USA",40.6988014,-74.1012157
"234 Jewett Ave Apt 9, Jersey City, New Jersey 07304",234 Jewett Ave #9,"234 Jewett Ave #9, Jersey City, NJ 07304, USA",40.7244979,-74.0762987
"440 LIBERTY AVENUE, Jersey City, New Jersey 07307",440 Liberty Ave,"440 Liberty Ave, Jersey City, NJ 07307, USA",40.75153630000001,-74.05563529999999
"44 WILLIAMS AVENUE, Jersey City, New Jersey 07304",44 Williams Ave,"44 Williams Ave, Jersey City, NJ 07304, USA",40.7188956,-74.0856716
"159 Danforth Avenue 2fl, Jersey City, New Jersey 07305",159 Danforth Ave #2fl,"159 Danforth Ave #2fl, Jersey City, NJ 07305, USA",40.6970397,-74.0921958
"312 Virginia Avenue, Jersey City, New Jersey 07304",312 Virginia Ave,"312 Virginia Ave, Jersey City, NJ 07304, USA",40.7179131,-74.0871286
"294 Stegman Pwky, Jersey City, New Jersey 07305",294 Stegman Pkwy,"294 Stegman Pkwy, Jersey City, NJ 07305, USA",40.7080299,-74.0882757
"96 Fremont St.  Apt 927, Jersey City, New Jersey 07302",96 Fremont St #927,"96 Fremont St #927, Jersey City, NJ 07302, USA",40.7204037,-74.0588169
"25 Whitman Avenue, Jersey City, New Jersey 07306",25 Whitman Ave,"25 Whitman Ave, Jersey City, NJ 07306, USA",40.7320088,-74.0741749
"57 College Street, Jersey City, New Jersey 07305",57 College St,"57 College St, Jersey City, NJ 07305, USA",40.7111469,-74.08864299999999
"360 Bergen Ave, Jersey City, New Jersey 07304",360 Bergen Ave,"360 Bergen Ave, Jersey City, NJ 07304, USA",40.7142074,-74.0802978
"62 Kensington Avenue 204, Jersey City, New Jersey 07304",62 Kensington Ave,"62 Kensington Ave, Jersey City, NJ 07304, USA",40.7229622,-74.0745115
"62 Kensington Avenue 204, Jersey City, New Jersey 07304",204 Kensington Ave,"204 Kensington Ave, Jersey City, NJ 07306, USA",40.72527059999999,-74.079838
"237 Bartholdi Avenue, Jersey City, New Jersey 07306",237 Bartholdi Ave,"237 Bartholdi Ave, Jersey City, NJ 07305, USA",40.6998505,-74.0996097
"1535 Kennedy Blvd   Apt 6, Jersey City, New Jersey 07305",1535 John F. Kennedy Blvd #6,"1535 John F. Kennedy Blvd #6, North Bergen, NJ 07047, USA",40.69461,-74.100551
"242 New York Avenue, Jersey City, New Jersey 07307",242 New York Ave,"242 New York Ave, Jersey City, NJ 07307, USA",40.744378,-74.0448466
"32 Culver Avenue, Jersey City, New Jersey 07305",32 Culver Ave,"32 Culver Ave, Jersey City, NJ 07305, USA",40.7109331,-74.0866697
"621 Summit Ave, Jersey City, New Jersey 07306",621 Summit Ave,"621 Summit Ave, Jersey City, NJ 07306, USA",40.7354256,-74.05927179999999
"23 Wilmot Avenue, Jersey City, New Jersey 07306",23 Wilmot Ave,"23 Wilmot Ave, Jersey City, NJ 07306, USA",40.7303716,-74.0829033
"113 Harrison Ave, Jersey City, New Jersey 07304",113 Harrison Ave,"113 Harrison Ave, Jersey City, NJ 07304, USA",40.7183535,-74.0740679
"22 Duncan Ave Apt 46, Jersey City, New Jersey 07304",22 Duncan Ave #46,"22 Duncan Ave #46, Jersey City, NJ 07304, USA",40.7244902,-74.0709064
"10 Hutton Street, Jersey City, New Jersey 07307",10 Hutton St,"10 Hutton St, Jersey City, NJ 07307, USA",40.7427627,-74.0454841
"770 Communipaw Ave Apt 1, Jersey City, New Jersey 07304",770 Communipaw Ave #1,"770 Communipaw Ave #1, Jersey City, NJ 07304, USA",40.720582,-74.079838
"26 Bennett Street, Jersey City, New Jersey 07304",26 Bennett St,"26 Bennett St, Jersey City, NJ 07304, USA",40.7200088,-74.0921303
"127 Terrace Ave, Jersey City, New Jersey 07307",127 Terrace Ave,"127 Terrace Ave, Jersey City, NJ 07307, USA",40.7507571,-74.0576576
"45 Jewett Ave Apt 1, Jersey City, New Jersey 07304",45 Jewett Ave #1,"45 Jewett Ave #1, Jersey City, NJ 07304, USA",40.7206356,-74.0689101
"311 ARLINGTON AVENUE, Jersey City, New Jersey 07304",311 Arlington Ave,"311 Arlington Ave, Jersey City, NJ 07304, USA",40.7118821,-74.0720308
"320 Danforth Ave Apt 3, Jersey City, New Jersey 07305",320 Danforth Ave #3,"320 Danforth Ave #3, Jersey City, NJ 07305, USA",40.7022398,-74.0959274
"120 Booraem Avenue, Jersey City, New Jersey 07307",120 Booraem Ave,"120 Booraem Ave, Jersey City, NJ 07307, USA",40.74104,-74.051065
"320 Old Bergen RD, Jersey City, New Jersey 07305",320 Old Bergen Rd,"320 Old Bergen Rd, Jersey City, NJ 07305, USA",40.7009481,-74.0920385
"209 Wilkinson Avenue, Jersey City, New Jersey 07305",209 Wilkinson Ave,"209 Wilkinson Ave, Jersey City, NJ 07305, USA",40.7081299,-74.0835034
"176 Wilkinson Ave, Jersey City, New Jersey 07305",176 Wilkinson Ave,"176 Wilkinson Ave, Jersey City, NJ 07305, USA",40.7075816,-74.0820808
"Dogwood St. Apt 3, Jersey City, New Jersey 07305",Dogwood St,"Dogwood St, Jersey City, NJ 07305, USA",40.7064704,-74.10493389999999
"52 College Dr, Jersey City, New Jersey 07305",52 College Dr,"52 College Dr, Jersey City, NJ 07305, USA",40.712189,-74.089664
"261 Danforth Ave, Jersey City, New Jersey 07305",261 Danforth Ave,"261 Danforth Ave, Jersey City, NJ 07305, USA",40.700313800000004,-74.0950226
"199 Mc Adoo Avenue, Jersey City, New Jersey 07305",199 McAdoo Ave,"199 McAdoo Ave, Jersey City, NJ 07305, USA",40.7057884,-74.0960192
"55B Suburbia Dr, Jersey City, New Jersey 07305",55B Suburbia Dr,"55B Suburbia Dr, Jersey City, NJ 07305, USA",40.7032087,-74.1001995
"320 Winfield Ave Apt 2, Jersey City, New Jersey 07305",320 Winfield Ave #2,"320 Winfield Ave #2, Jersey City, NJ 07305, USA",40.6993659,-74.099667
"337 Pearsall Ave, Jersey City, New Jersey 07305",337 Pearsall Ave,"337 Pearsall Ave, Jersey City, NJ 07305, USA",40.7005411,-74.0990935
"20 NEWPORT PARKWAY, APT. 706, Jersey City, New Jersey 07310",20 Newport Pkwy APT 706,"20 Newport Pkwy APT 706, Jersey City, NJ 07310, USA",40.7302145,-74.0325415
"366 WEBSTER AVENUE, Jersey City, New Jersey 07307",366 Webster Ave,"366 Webster Ave, Jersey City, NJ 07307, USA",40.7508511,-74.04177419999999
"56 LAIDLAW AVENUE, APT. 2, Jersey City, New Jersey 07306",56 Laidlaw Ave #2,"56 Laidlaw Ave #2, Jersey City, NJ 07306, USA",40.7367555,-74.052021
"172 MALLORY AVE, Jersey City, New Jersey 07304",172 Mallory Ave,"172 Mallory Ave, Jersey City, NJ 07304, USA",40.7201152,-74.0874039
"5 Ruby Court, Jersey City, New Jersey 07305",5 Ruby Ct,"5 Ruby Ct, Jersey City, NJ 07305, USA",40.7115063,-74.10511
"183 Bartholdi Ave, Jersey City, New Jersey 07305",183 Bartholdi Ave,"183 Bartholdi Ave, Jersey City, NJ 07305, USA",40.69828,-74.09826749999999
"560 West Side Ave- Apt 3, Jersey City, New Jersey 07304",560 West Side Ave #3,"560 West Side Ave #3, Jersey City, NJ 07304, USA",40.7199484,-74.08180999999999
"201 Armstrong Ave- Apt 2, Jersey City, New Jersey 07305",201 Armstrong Ave #2,"201 Armstrong Ave #2, Jersey City, NJ 07305, USA",40.7034191,-74.08845930000001
"342 Lembeck Ave, Jersey City, New Jersey 07305",342 Lembeck Ave,"342 Lembeck Ave, Jersey City, NJ 07305, USA",40.7014601,-74.0984167
"59 Linden Ave, Jersey City, New Jersey 07305",59 Linden Ave,"59 Linden Ave, Jersey City, NJ 07305, USA",40.6935772,-74.090398
"171 Ogden Ave, Jersey City, New Jersey 07307",171 Ogden Ave,"171 Ogden Ave, Jersey City, NJ 07307, USA",40.7403024,-74.0459154
"32 Sheffield St, Jersey City, New Jersey 07305",32 Sheffield St,"32 Sheffield St, Jersey City, NJ 07305, USA",40.6982413,-74.08901
"47 Willow St, Jersey City, New Jersey 07305",47 Willow St,"47 Willow St, Jersey City, NJ 07305, USA",40.7084296,-74.10588899999999
"234 Boyd Ave- Apt 2, Jersey City, New Jersey 07304",234 Boyd Ave #2,"234 Boyd Ave #2, Jersey City, NJ 07304, USA",40.71981,-74.088949
"202 Boyd Avenue, Jersey City, New Jersey 07304",202 Boyd Ave,"202 Boyd Ave, Jersey City, NJ 07304, USA",40.719124,-74.087664
"234 Boyd Ave, Jersey City, New Jersey 07304",234 Boyd Ave,"234 Boyd Ave, Jersey City, NJ 07304, USA",40.71981,-74.088949
"11Wilmont, Jersey City, New Jersey 07306",Altura Jersey City,"198 Academy St, Jersey City, NJ 07306, United States",40.727635,-74.062963
"171 Ogden Ave, Jersey City, New Jersey 07307",171 Ogden Ave,"171 Ogden Ave, Jersey City, NJ 07307, USA",40.7403024,-74.0459154
"99 Manning Ave, Jersey City, New Jersey 07304",99 Manning Ave,"99 Manning Ave, Jersey City, NJ 07304, USA",40.7163146,-74.06187899999999
"99 Manning Ave, Jersey City, New Jersey 07304",99 Manning Ave,"99 Manning Ave, Jersey City, NJ 07304, USA",40.7164622,-74.05977210000002
"50 Wilmont Ave, Jersey City, New Jersey 07306",50 Wilmot Ave,"50 Wilmot Ave, Jersey City, NJ 07306, USA",40.73067,-74.08246059999999
"262 Duncan Ave, Jersey City, New Jersey 07306",262 Duncan Ave,"262 Duncan Ave, Jersey City, NJ 07306, USA",40.7286379,-74.08038499999999
"64 THORNE STREET, Jersey City, New Jersey 07307",64 Thorne St,"64 Thorne St, Jersey City, NJ 07307, USA",40.74988,-74.050332
"287 Virginia Ave, Jersey City, New Jersey 07304",287 Virginia Ave,"287 Virginia Ave, Jersey City, NJ 07304, USA",40.7171658,-74.0864861
"1691 JFK Blvd 2nd floor, Jersey City, New Jersey 07305",1691 John F. Kennedy Blvd 2nd floor,"1691 John F. Kennedy Blvd 2nd floor, Jersey City, NJ 07305, USA",40.6990518,-74.096065
"94 Woodlawn Ave, Apt 2, Jersey City, New Jersey 07305",94 Woodlawn Ave #2,"94 Woodlawn Ave #2, Jersey City, NJ 07305, USA",40.7019053,-74.0839044
"4 Sienler St, Apt 2, Jersey City, New Jersey 07304",BELA Jersey City Apartments,"74 Maple St, Jersey City, NJ 07304, United States",40.712069,-74.058464
"29 Wade ST, Jersey City, New Jersey 07305",29 Wade St,"29 Wade St, Jersey City, NJ 07305, USA",40.699406,-74.0871286
"82 1/2 Erie St, Jersey City, New Jersey 07302",82 1/2 Erie St,"82 1/2 Erie St, Jersey City, NJ 07302, USA",40.72439929999999,-74.043734
"82 1/2 Erie St., Jersey City, New Jersey 07302",82 1/2 Erie St,"82 1/2 Erie St, Jersey City, NJ 07302, USA",40.72439929999999,-74.043734
"24 MAGNOLIA AVE, Jersey City, New Jersey 07306",24 Magnolia Ave,"24 Magnolia Ave, Jersey City, NJ 07306, USA",40.7288681,-74.0560254
